compound_stem,SMILES,compound_name,pubchem_cid,kegg_kid,classifier_target,similar_to
K07500422,Clc1ccc(NC(=O)CSc2nnc(o2)-c2ccncc2)nc1,BAS 09705575,974452,NA,NA,NA
K15025317,Cc1ccc(cc1)S(=O)(=O)\C=C\C#N,bay 11-7082,5353431,NA,NA,NA
A19795905,Clc1ccc(cc1)[C@H]1CC[C@@H](CC1)C1C(=O)C(=O)c2ccccc2C1=O,BDBM16301,44483269,NA,NA,NA
A34788695,CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O,BDBM32023,54091660,NA,NA,NA
A85242401,OC[C@H](O)[C@H]1OC(=O)C(=O)C1O,BDBM50351096,9888239,NA,NA,NA
K77980824,COc1ccccc1-c1c(C)oc2cc(OCC(=O)OCc3ccccc3)ccc2c1=O,benzyl {[3-(2-methoxyphenyl)-2-methyl-4-oxo-4H-chromen-7-yl]oxy}acetate,1307205,NA,NA,NA
K74225533,CC(\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,beta carotene,NA,NA,NA,NA
A11132253,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,beta-NAD,5893,NA,NA,NA
K45401373,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,betulinic acid,64971,NA,NA,NA
K29415052,COc1ccc(cn1)-c1ccc2ncc3n(C)c(=O)n(-c4ccc(N5CCNCC5)c(c4)C(F)(F)F)c3c2c1,BGT-226 free base,11978790,NA,NA,NA
K49075727,COC(=O)c1ccc2c(NC(=O)\C2=C(/Nc2ccc(cc2)N(C)C(=O)CN2CCN(C)CC2)c2ccccc2)c1,bibf1120 (vargatef),NA,NA,NA,NA
K04623885,C\C(=C/C(=O)Nc1ccccc1C(O)=O)c1ccc2ccccc2c1,bibr1532,NA,NA,NA,NA
A06223204,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@H](O)[C@@H]1\C=C\C(O)CCc1ccccc1,bimatoprost,NA,NA,NA,NA
K93988727,Cc1nn(C2=NCCS2)c(O)c1N=Nc1cccc(c1)C(F)(F)F,Bionet1_000564,6610392,NA,NA,NA
K89210380,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,biotin,171548,D00029,NA,NA
K39987650,CC(=O)Oc1ccc(cc1)C(c1ccc(OC(C)=O)cc1)c1ccccn1,bisacodyl,2391,D00245,NA,NA
K50394339,CNC(=O)c1ccc2c(NC(=O)\C2=C(/Nc2cccc(CN(C)C)c2)c2ccccc2)c1,bix 02188,NA,NA,NA,NA
K73368362,CN(C)Cc1cccc(N\C(c2ccccc2)=C2/C(=O)Nc3cc(ccc23)C(=O)N(C)C)c1,bix 02189,NA,NA,NA,NA
K26818574,COc1cc2nc(nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC)N1CCCN(C)CC1,BIX-01294,25150857,NA,NA,NA
K27182532,Nc1nccc(Oc2ccc(NC(=O)c3c[nH]cc(-c4ccc(F)cc4)c3=O)cc2F)c1Cl,BMS 794833,44155856,NA,NA,NA
K55773932,COc1cc[nH]c2ncc(C(=O)C(=O)N3CCN(C[C@H]3C)C(=O)c3ccccc3)c12,BMS-378806,5495818,NA,NA,NA
K07106112,Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4n(Cc5cccc(F)c5)ncc4c3)c12,BMS-599626,10437018,NA,NA,NA
K49555808,Cn1c(nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O)N1CCCCS1(=O)=O,BMS-707035,54682040,NA,NA,NA
K40738845,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,BMS-777607,24794418,NA,NA,NA
A92096630,O[C@@H]1CC(=CC(O)C1O)C(O)=O,Bracken fern toxic component,49867941,NA,NA,NA
A34462049,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C,BRD-A34462049-001-01-0,73707446,NA,NA,NA
A91513005,CCCCCCC(O)(C(CNCCCCO)c1ccccc1)c1ccc(Br)cc1,BRD-A91513005-001-01-2,16193797,NA,NA,NA
K86727142,CCCCCCCCCCCC1C(=O)C(=O)CC(=O)C1=O,BRD-K86727142-001-06-6,44483355,NA,NA,NA
K77841042,C[C@H]1CCC\C=C\[C@@H]2C[C@H](O)C[C@H]2[C@H](O)\C=C\C(=O)O1,brefeldin A,5287620,NA,NA,NA
A51829654,OC(CN1CCN(CC1)c1cccc(Cl)c1)C(c1ccccc1)c1ccccc1,BRL 15572,3654103,NA,NA,NA
K47631482,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,bromhexine,2442,D01778,NA,NA
K31313613,CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,BS-181,49867929,NA,NA,NA
A05186015,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,bupropion,444,D00817,NA,NA
K17497770,Oc1ccc(C(=O)\C=C\c2ccc(O)c(O)c2)c(O)c1,butein,5281222,NA,NA,NA
K49669041,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1,BX-912,11754511,NA,NA,NA
K54997624,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(c1)C(C)(C)C(F)(F)F,BYL-719,56649450,NA,NA,NA
K79045545,OC(=O)Nc1cc(Cl)cc(Cl)c1,"Carbamic acid, (3,5-dichlorophenyl)-",678523,NA,NA,NA
K87156652,CCOC(=O)n1ccn(C)c1=S,Carbimazole,31072,D07616,NA,NA
K49793107,CC[C@@H](C)C[C@@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)c1ccc(O)cc1)[C@H](O)CCN,caspofungin acetate,71295847,NA,NA,NA
K40366680,Fc1ccc(cc1)-c1ccc(\C=C2\SC(=O)NC2=O)o1,CAY10505,1204893,NA,NA,NA
A59841799,NC(CC(=O)c1ccc(Cl)cc1Cl)C(Cl)(Cl)Cl,CBDivE_004142,2828067,NA,NA,NA
K08728780,Cc1cc(C)cc(COc2ccc3c(C)c(CCC(O)=O)c(=O)oc3c2C)c1,CBKinase1_006663,1294768,NA,NA,NA
A64128289,CC(NS(=O)(=O)c1ccc(Cl)cc1)C(=O)Nc1ccc(C)c(Cl)c1,CBKinase1_006942,2954782,NA,NA,NA
A96267344,[O-][N+](=O)c1ccc(NC(NC(=O)c2cccc(I)c2)C(Cl)(Cl)Cl)cc1,CBMicro_002000,2887313,NA,NA,NA
A85731040,CCOC(=O)c1ccc(NC(=S)NC(NC(=O)c2ccc(Br)cc2)C(Cl)(Cl)Cl)cc1,CBMicro_031548,2887419,NA,NA,NA
K08893438,Cc1ccc(cc1)-n1sc(=O)n(Cc2ccc(F)cc2)c1=O,CCG 50014,2733079,NA,NA,NA
K76406695,NC1(Cc2ccc(Cl)cc2)CCN(CC1)c1ncnc2[nH]ccc12,CCT128930,17751819,NA,NA,NA
K57136142,CN(C)c1ccc(cc1)-c1nc2c(N3CCN(CC(=O)Nc4nccs4)CC3)c(Cl)cnc2[nH]1,CCT129202,16202152,NA,NA,NA
K03289018,CN1CCN(CC1)c1ccc(cc1)-c1nc2c(N3CCN(Cc4cc(C)on4)CC3)c(Br)cnc2[nH]1,CCT137690,25154041,NA,NA,NA
A74906485,CC1C(=O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@@](C)(CC[C@]3(C)CC[C@]12C)C(O)=O,celastrol,53656716,NA,NA,NA
K20722021,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C(F)(F)F)c3)c2cc1OC,CEP-32496,56846693,NA,NA,NA
K37237504,CN1CCN(CC1)c1cccc(Nc2nc3c(cccn3n2)-c2ccc(cc2)S(C)(=O)=O)c1,CEP-33779,57336812,NA,NA,NA
K68904758,C\C=C(/C)C(=O)N[C@H]([C@@H](O)C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)OC(C)=O)c1ccccc1,cephalomannine,NA,NA,NA,NA
K27176996,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)nc(NCCc3ccc(CCC(O)=O)cc3)nc12,Cgs 21680,3086599,NA,NA,NA
K28352084,CS(=O)(=O)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1,CH5132799,49784945,NA,NA,NA
A89594340,C[N+](C)(C)CC(O)CC(O)=O,CHEBI:3424,85,NA,NA,NA
A15173637,COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCC(C)C,CHEMBL102907,10091655,NA,NA,NA
K57155249,FC(F)(F)c1cc(NC(=S)NC23CC4CC(CC(C4)C2)C3)cc(c1)C(F)(F)F,CHEMBL1479284,24867802,NA,NA,NA
K33638801,CCCc1cc(ccn1)-c1nc(cs1)-c1ccc(Br)cc1,CHEMBL1616869,1130426,NA,NA,NA
K27270522,Cc1cc(C)c(OCCCCNCc2ccccc2)c(Cl)c1,CHEMBL1619084,2181377,NA,NA,NA
A49035384,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(C(=O)c4c(O)cccc4C3=C)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O,CHEMBL1624027,44246715,NA,NA,NA
A41020680,CN(C)[C@@H]1C2CC3Cc4c(ccc(O)c4C(=O)C3C(=O)[C@@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C,CHEMBL1624052,44246708,NA,NA,NA
K20125842,O=C(Nc1nc(cs1)-c1ccccn1)C1CCCC1,CHEMBL162808,2539471,NA,NA,NA
K53734668,N[C@H]1CCCC[C@H]1Nc1ncc(C(N)=O)c(Nc2cccc(c2)-n2nccn2)n1,CHEMBL2177736,44462758,NA,NA,NA
K68532323,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1oc2cc(Cl)ccc2c(=O)c1Cc1ccccc1,CHEMBL2325429,9936388,NA,NA,NA
K11260497,Clc1ccc2N(CCc3ccccc3)C(=O)C(=O)c2c1,CHEMBL3128206,2930041,NA,NA,NA
K20901660,C[C@H](O)[C@H]1[C@@H]2[C@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N2C1=O)C(O)=O,CHEMBL3188017,17571905,NA,NA,NA
K83400341,FC(F)(F)c1cccc(Cc2cnc(NC(=O)c3cccs3)s2)c1,CHEMBL477343,1143580,NA,NA,NA
K22887223,N(c1nc(cs1)-c1ccccn1)c1ccccc1,CHEMBL490592,873000,NA,NA,NA
A96907531,COc1cc2CCN(C)C(C#C)c2cc1O,CHEMBL611047,24059343,NA,NA,NA
A07986123,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C)C1CC=C2n1cnc2ccccc12,CHEMBL75474,11440648,NA,NA,NA
K49991295,CCOC(=O)c1c(CSc2ccccc2)n(-c2ccccc2)c2ccc(O)c(CN(C)C)c12,ChemDiv1_003162,1893000,NA,NA,NA
A64198154,Cc1cccc(c1)C(=O)N1N=C(CC1(O)C(F)(F)F)c1ccc(Br)cc1,ChemDiv1_007557,2869549,NA,NA,NA
A53878921,OC(CSc1nc(cc(c1C#N)C(F)(F)F)-c1cccs1)CN1CCSCC1,ChemDiv1_017717,2942755,NA,NA,NA
K59327868,COc1ccc(Cn2c3nncn3c3-c4ccccc4CC4(CCCCC4)c3c2=O)cc1,ChemDiv1_024574,1213060,NA,NA,NA
K54942696,Cc1cccc(Nc2nc3ccccn3c(=O)c2\C=N\c2cccc(C)c2)c1,ChemDiv3_000440,1159850,NA,NA,NA
A55708683,COC(=O)CN1C(c2ccccc2)c2cc(Cl)ccc2N=C1c1ccc(OC)cc1,ChemDiv3_001816,3717703,NA,NA,NA
A07890663,O=C1OC(Oc2cccc3cccnc23)(c2ccccc12)c1ccccc1,ChemDiv3_001916,3308904,NA,NA,NA
K88901258,CCOc1cc(CNC23CC4CC(CC(C4)C2)C3)ccc1OCc1cccs1,ChemDiv3_005327,2941766,NA,NA,NA
A79597828,CS(=O)c1nc(cc(n1)C(F)(F)F)-c1ccccc1,ChemDiv3_006123,1084317,NA,NA,NA
K46149859,O=C(CCN1CCc2ccccc2C1)c1ccc2OCCOc2c1,ChemDiv3_006262,659142,NA,NA,NA
K09460421,COc1ccc2cc3cc(sc3nc2c1)C(=O)NCCC(C)C,ChemDiv3_008984,6621750,NA,NA,NA
K49405553,Cc1cc(nc2ccc(NC(=S)NC3CCCC3)cc12)N1CCCC1,ChemDiv3_009046,6621796,NA,NA,NA
K15068641,Cc1cc2c(cc3c(SCC(=O)Nc4ccccc4F)nncn23)o1,ChemDiv3_012082,6624024,NA,NA,NA
K96425734,C(Cc1ccccc1)Nc1cc(nc2nncn12)-c1ccccc1,ChemDiv3_016163,6625771,NA,NA,NA
K02241333,Clc1ccc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@@H]3CN4CCC3CC4)c2c1,CHIR-124,11502647,NA,NA,NA
K42973005,Nc1nc(NCCNc2ncc(c(n2)-c2ccc(Cl)cc2Cl)-n2ccnc2)ccc1[N+]([O-])=O,CHIR-98014,53396311,NA,NA,NA
K16189898,Cc1c[nH]c(n1)-c1cnc(NCCNc2ccc(cn2)C#N)nc1-c1ccc(Cl)cc1Cl,CHIR-99021,9956119,NA,NA,NA
K59284035,Cc1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1,Chrysophanol,10208,NA,NA,NA
K13044802,Cc1cc(C2CCCCC2)n(O)c(=O)c1,CICLOPIROX,2749,D01364,NA,NA
K34157611,CN\C(NCCSCc1nc[nH]c1C)=N/C#N,cimetidine (tagamet),NA,NA,NA,NA
K01767299,O=C(C1CC1)c1ccc(OCCCc2c[nH]cn2)cc1,ciproxifan,6422124,NA,NA,NA
A31811760,CCCCCCCCCCCCCCCCOP(O)(=O)OCC[N+](C)(C)C,CJ 13610,3600,NA,NA,NA
K67811609,Clc1ccc(CCNC(=O)c2ccc(CNc3c(N4CCOCC4)c(=O)c3=O)cc2)cc1,CL-COB-III-124,16195553,NA,NA,NA
A90625545,CCC(C)(Oc1ccc(cc1)C1(CCCCC1)c1ccc(OC(C)(CC)C(O)=O)cc1)C(O)=O,clinofibrate,2787,D01300,NA,NA
K29950728,CCN(CC)CCOc1ccc(cc1)C(=C(/Cl)c1ccccc1)\c1ccccc1,clomifene citrate (serophene),NA,NA,NA,NA
K97521363,Nc1cc(C(Cl)=C(Cl)Cl)c(cc1S(N)(=O)=O)S(N)(=O)=O,CLORSULON,43231,D03565,NA,NA
K75043328,COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O,coenzyme q10(coq10),5281915,NA,NA,NA
K44887666,CC1=CCC\C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]2CC1,Costunolide,6436243,NA,NA,NA
K15592317,COc1cc2ncnc(-n3nc(nc3N)-c3ccccn3)c2cc1OC,CP-466722,44551660,NA,NA,NA
K43621685,COCCOc1ccc2n(cnc2c1)-c1ccc2cccc(N3CCC(N)CC3)c2n1,CP-673451,10158940,NA,NA,NA
K76908866,COCC(=O)NC\C=C\c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,CP-724714,9874913,NA,NA,NA
A06916187,OC(=O)CCCCC(CCSCc1ccccc1)SCc1ccccc1,CPI-613,24770514,NA,NA,NA
K13495773,CN1CC(=O)NC1=N,creatinine,588,D03600,NA,NA
K77638923,COc1ccc(cn1)-c1nc(N2CCOCC2)c2sc(CN(C)c3ncc(cn3)C(=O)NO)cc2n1,CUDC-907,54575456,NA,NA,NA
K41933240,CC(C)[C@@H]1C[C@@]23O[C@]1(O)CC(=C)[C@@H]2CC[C@@H]3C,Curcumol,14240392,NA,NA,NA
K12787259,CN1CCCN(CC1)c1ccc2c(n1)n1c3ccccc3sc1c(C(=O)NCc1cnc(C)cn1)c2=O,CX-5461,25257557,NA,NA,NA
K64866502,Cc1nc(N)sc1-c1ccnc(Nc2ccc(cc2)N2CCOCC2)n1,CYC-116,6420138,NA,NA,NA
K50785021,OS(=O)(=O)NC1CCCCC1,Cyclamic acid,7533,D02442,NA,NA
K69253806,CC[C@@H]([C@@H](CC)c1ccc(O)cc1)c1ccc(O)cc1,Cycloestrol,192197,NA,NA,NA
K64598317,COc1ccc(cc1OC)-c1nnc(SCC(=O)OC2CCCCC2)o1,"cyclohexyl 2-[[5-(3,4-dimethoxyphenyl)-1,3,4-oxadiazol-2-yl]sulfanyl]acetate",645759,NA,NA,NA
K18589605,COc1cc(cc(OC)c1OC)-c1nnc(SCC(=O)OC2CCCCC2)o1,"cyclohexyl 2-[[5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-2-yl]sulfanyl]acetate",654537,NA,NA,NA
K58938839,C[C@@H]1[C@@H]2NC[C@@H](C)C[C@H]2O[C@]11CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC2=C1C,CYCLOPAMINE,442972,NA,NA,NA
K27799744,CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@@H]4[C@]5(C[C@@]35CC[C@]12C)CC[C@H](NC)C4(C)C,Cyclovirobuxine D,260439,NA,NA,NA
A53467354,CN1C2CCC1C[C@H](C2)OC(=O)[C@H](CO)c1ccccc1,Cystospaz,64692,NA,NA,NA
K87737963,O=C(NCC#N)c1ccc(cc1)-c1ccnc(Nc2ccc(cc2)N2CCOCC2)n1,Cyt387,25062766,NA,NA,NA
K04956647,O[C@H](CNC[C@@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1,d-nebivolol,189562,NA,NA,NA
K66035042,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-Sorbitol,5780,D00096,NA,NA
K56957086,OCCN(CCc1c[nH]c2ccccc12)Cc1ccc(\C=C\C(=O)NO)cc1,Dacinostat,6445533,NA,NA,NA
K08111240,CC(C)(C)OC(=O)N[C@H]1CCCCC\C=C/[C@@H]2C[C@]2(NC(=O)[C@@H]2C[C@H](CN2C1=O)OC(=O)N1Cc2cccc(F)c2C1)C(=O)NS(=O)(=O)C1CC1,danoprevir,NA,NA,NA,NA
A93699261,OC(Cc1ccc(O)c(O)c1)C(O)=O,Danshensu,439435,NA,NA,NA
K61269089,Oc1ccc2ccc(=O)oc2c1O,daphnetin,5280569,NA,NA,NA
K12885236,Cc1cc(C)c(Nc2ccnc(Nc3ccc(cc3)C#N)n2)c(C)c1,Dapivirine,214347,NA,NA,NA
K58550667,O=C(NCCCCC1CCN(CC1)C(=O)c1ccccc1)\C=C\c1cccnc1,Daporinad,6914657,NA,NA,NA
K47177710,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H](C(=O)OC(C)(C)C)c1ccccc1,dapt,5311272,D01031,NA,NA
K49783248,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,decamethonium,2968,NA,NA,NA
K06878038,Cc1c(O)c(=O)ccn1C,deferiprone,2972,D07416,NA,NA
K77685957,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc12,dequalinium,2993,D01509,NA,NA
K90758956,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,Dexbudesonide,40000,NA,NA,NA
K04622161,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H]1c2ccccc2-c2ccccc2N(C)C1=O,Dibenzazepine,11454028,NA,NA,NA
A55763141,CCCCOC(=O)C1CCCC(N1)C(=O)OCCCC,"dibutyl piperidine-2,6-dicarboxylate",3238571,NA,NA,NA
A06426627,Clc1ccc(cc1)C(C#N)c1c(Cl)cc(cc1Cl)-n1ncc(=O)[nH]c1=O,DICLAZURIL,456389,D03794,NA,NA
K67189631,CCOC(=O)COc1cc(OCC(=O)OCC)c2c(c1)oc(cc2=O)-c1ccccc1,"Diethyl flavone-5,7-dioxyacetate",118907,NA,NA,NA
K01614093,O[C@@H]1[C@H](Oc2cc(O)cc(O)c2C1=O)c1cc(O)c(O)c(O)c1,Dihydromyricetin,161557,NA,NA,NA
A19846804,OC1C(Oc2cc(O)cc(O)c2C1=O)c1ccc(O)c(O)c1,dihydroquercetin,471,NA,NA,NA
K94436377,COc1ccc(cc1O)-c1cc(=O)c2c(O)cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc2o1,diosmin,5281613,D07858,NA,NA
K46133855,CC(C)(C)[N+](\[O-])=C\c1ccc(cc1S(O)(=O)=O)S(O)(=O)=O,Disufenton,6913176,D03875,NA,NA
A07765530,CNCC(O)c1ccc(O)c(O)c1,DL-Adrenaline,838,NA,NA,NA
K27938825,Cc1ccc2c(oc3c(CC(O)=O)cccc3c2=O)c1C,DMXAA,123964,NA,NA,NA
A46179541,CCN1CC(CCN2CCOCC2)C(C1=O)(c1ccccc1)c1ccccc1,doxapram,3156,D01872,NA,NA
K11558771,Cc1cc(Cl)ccc1OCCCC(=O)NO,Droxinostat,568416,NA,NA,NA
A00827783,Cn1c2ncn(CC(O)CO)c2c(=O)n(C)c1=O,dyphylline,3182,D00691,NA,NA
K59636081,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,ECDYSONE,19212,NA,NA,NA
K55166090,CCOC(=O)COc1ccc2c(c1)oc(cc2=O)-c1ccccc1,Efloxate,8395,D01135,NA,NA
K38292725,CC[C@@H]1[C@@H](C)O[C@](O)(C[C@H]1O[C@H]1C[C@H](O)[C@H](O)[C@H](C)O1)[C@@H](C)[C@H](O)[C@H](C)[C@H]1OC(=O)\C=C\C=C\[C@H](C)[C@H](OC(=O)\C=C\C=C\[C@@H]1C)[C@@H](C)[C@@H](O)[C@H](C)[C@@]1(O)C[C@@H](O[C@H]2C[C@H](O)[C@H](O)[C@H](C)O2)[C@H](CC)[C@@H](C)O1,Elaiophylin,6444206,NA,NA,NA
K82135108,CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,Elesclomol,300471,D08909,NA,NA
K58685305,Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1,emodin,3220,NA,NA,NA
K64049771,O=C(NCCc1c[nH]c2ccccc12)c1cc2ccccc2oc1=O,Enamine_004165,2340492,NA,NA,NA
K50241600,Brc1cc(Br)c2cccnc2c1OCC(=O)N1CCCCC1,Enamine_004605,2370216,NA,NA,NA
K68488863,CN1CCN(CC1)c1cc(Nc2cc(C)[nH]n2)nc(\C=C\c2ccccc2)n1,ENMD-2076,16041424,NA,NA,NA
A01061495,Nc1nc(=O)c2ncn(C3C[C@H](O)[C@@H](CO)C3=C)c2[nH]1,Entecavir [USAN:INN],170343,NA,NA,NA
K98054437,CC(\C=C1/SC(=S)N(CC(O)=O)C1=O)=C/c1ccccc1,epalrestat,NA,NA,NA,NA
K71823332,C[C@H]1CCC[C@H]2O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1,Epothilone A,448799,NA,NA,NA
K48935217,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1,Epothilone B,448013,NA,NA,NA
K54847683,Oc1ccc(cc1)[C@H]1COc2cc(O)ccc2C1,Equol,91469,NA,NA,NA
K03039262,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,ERGOSTEROL,444679,NA,NA,NA
K51742987,OC[C@H]1O[C@@H](Oc2cc3ccc(=O)oc3cc2O)[C@H](O)[C@@H](O)[C@@H]1O,Esculin,5281417,D04697,NA,NA
K24715592,CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,Etakridin,2017,NA,NA,NA
K35410009,CCOC(=O)COc1ccc(Br)c(C=O)c1,ethyl (4-bromo-3-formylphenoxy)acetate,889260,NA,NA,NA
K18163608,CCOC(=O)[C@@H](C#N)[C@@H]1c2cc(Br)ccc2OC(N)=C1C(=O)OCC,ethyl (4R)-2-amino-6-bromo-4-[(1R)-1-cyano-2-ethoxy-2-oxoethyl]-4H-chromene-3-carboxylate,6976314,NA,NA,NA
K65028119,CCOC(=O)Cn1nnc(n1)-c1ccc(OCc2ccccc2F)cc1,ethyl (5-{4-[(2-fluorobenzyl)oxy]phenyl}-2H-tetrazol-2-yl)acetate,1267854,NA,NA,NA
K53834927,CCOC(=O)Cn1nnc(n1)-c1ccc(OCc2ccccc2C)cc1,ethyl (5-{4-[(2-methylbenzyl)oxy]phenyl}-2H-tetrazol-2-yl)acetate,1296601,NA,NA,NA
K67004516,CCOC(=O)COc1ccc2n(Cc3ccccc3)c(C)c(C(C)=O)c2c1,ethyl [(3-acetyl-1-benzyl-2-methyl-1H-indol-5-yl)oxy]acetate,1082711,NA,NA,NA
K42287618,CCOC(=O)CSc1ncnc2c3cc4COC(C)(C)Cc4nc3sc12,"ethyl [(8,8-dimethyl-7,10-dihydro-8H-pyrano[3'',4'':5',6']pyrido[3',2':4,5]thieno[3,2-d]pyrimidin-4-yl)sulfanyl]acetate",1307174,NA,NA,NA
K60475322,CCOC(=O)COc1ccc2c(c1)occ(-c1ccccc1OC)c2=O,ethyl {[3-(2-methoxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}acetate,1177125,NA,NA,NA
K41500270,CCOC(=O)CSc1nc2CCCCc2c(-c2ccc(C)o2)c1C#N,"ethyl {[3-cyano-4-(5-methylfuran-2-yl)-5,6,7,8-tetrahydroquinolin-2-yl]sulfanyl}acetate",1378506,NA,NA,NA
K58028103,CCOC(=O)c1c(-c2ccccc2)n(Cc2ccccc2)c2ccc(O)c(CN(C)C)c12,ethyl 1-benzyl-4-[(dimethylamino)methyl]-5-hydroxy-2-phenyl-1H-indole-3-carboxylate,3116929,NA,NA,NA
A46776253,CCOC(=O)C(C)Oc1cc(Cl)c(C=O)cc1OC,ethyl 2-(5-chloro-4-formyl-2-methoxyphenoxy)propanoate,2951262,NA,NA,NA
